City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
382,inuvik,68.35,-133.72,42.8,52,5,8.05,CA,1590244146
383,gat,31.61,34.76,73.0,67,11,3.0,IL,1590244190
384,dire dawa,9.59,41.87,79.21,51,90,10.45,ET,1590244190
385,harper,4.38,-7.72,83.41,74,30,9.1,LR,1590244190
386,aklavik,68.22,-135.01,42.8,56,5,8.05,CA,1590244191
387,cape canaveral,28.41,-80.6,84.0,74,1,8.05,US,1590244191
388,san carlos de bariloche,-41.15,-71.31,48.99,80,40,3.36,AR,1590244185
389,oranjestad,12.52,-70.03,86.0,70,75,21.92,AW,1590243927
390,damietta,31.42,31.81,75.2,69,0,18.34,EG,1590244191
391,ihosy,-22.4,46.12,67.71,78,11,9.4,MG,1590244191
392,iqaluit,63.75,-68.51,26.6,73,90,20.8,CA,1590244191
393,aksha,50.28,113.29,56.01,43,68,7.29,RU,1590244192
394,sakakah,29.97,40.21,102.2,8,40,6.93,SA,1590244192
395,coquimbo,-29.95,-71.34,57.2,54,0,3.36,CL,1590244192
396,buchanan,5.88,-10.05,87.8,74,75,11.41,LR,1590244192
397,glens falls,43.31,-73.64,73.99,53,1,9.17,US,1590244192
398,puerto leguizamo,-0.19,-74.78,77.5,87,100,0.83,CO,1590244192
399,hobyo,5.35,48.53,88.2,61,56,26.64,SO,1590244192
400,vilyuysk,63.76,121.62,48.79,69,100,4.07,RU,1590244192
401,manzil salim,35.86,8.48,84.2,9,0,5.82,TN,1590244193
402,yuli,9.7,10.27,98.19,31,0,5.73,NG,1590244193
403,puerto ayacucho,5.66,-67.62,80.6,83,40,6.93,VE,1590244193
404,tayturka,52.87,103.46,60.35,34,0,7.47,RU,1590244193
405,nome,64.5,-165.41,44.6,75,1,8.05,US,1590244193
406,goderich,43.75,-81.72,66.0,71,0,7.76,CA,1590244193
407,kokopo,-4.35,152.26,80.1,83,100,4.27,PG,1590244193
408,ixtapa,20.7,-105.2,79.0,78,20,2.24,MX,1590243955
409,taltal,-25.4,-70.48,69.78,36,0,4.23,CL,1590244194
410,takoradi,4.88,-1.76,85.24,70,24,10.18,GH,1590244194
411,rudkobing,54.94,10.71,61.0,59,72,13.87,DK,1590244194
412,sandwick,60.0,-1.25,51.8,87,40,18.34,GB,1590244194
413,novoagansk,61.94,76.66,64.47,56,90,7.43,RU,1590244194
414,havre-saint-pierre,50.23,-63.6,44.6,28,1,14.99,CA,1590244194
415,sengiley,53.96,48.79,60.8,48,20,15.66,RU,1590244194
416,dvinskoy,62.15,45.12,44.92,59,100,5.03,RU,1590244194
417,sumbe,-11.21,13.84,82.56,74,13,11.05,AO,1590244195
418,rigaud,45.48,-74.3,62.6,27,20,10.29,CA,1590244010
419,la sarre,48.8,-79.2,57.63,43,1,7.72,CA,1590244195
420,nuuk,64.18,-51.72,48.2,63,5,9.17,GL,1590244195
421,barsovo,61.17,73.17,57.2,87,75,15.66,RU,1590244195
422,punta de bombon,-17.17,-71.79,65.1,74,91,7.18,PE,1590244195
423,beaverlodge,55.22,-119.44,46.4,87,75,3.36,CA,1590244195
424,lere,10.39,8.57,90.77,38,72,2.08,NG,1590244195
425,husavik,66.04,-17.34,42.8,81,68,4.7,IS,1590244195
426,san jeronimo,-11.95,-75.28,53.26,58,70,1.41,PE,1590244195
427,vendas novas,38.68,-8.46,84.2,45,3,11.41,PT,1590244196
428,camargo,27.67,-105.17,74.8,19,90,6.22,MX,1590244196
429,marawi,8.0,124.29,75.99,90,100,3.0,PH,1590244196
430,carutapera,-1.2,-46.02,81.97,90,90,6.04,BR,1590244196
431,valera,9.32,-70.6,88.61,41,63,1.88,VE,1590244196
432,abu samrah,35.3,37.18,75.04,49,0,23.42,SY,1590244196
433,brownsville,25.9,-97.5,84.2,74,75,13.87,US,1590244196
434,pacifica,37.61,-122.49,57.99,76,40,4.7,US,1590243902
435,togur,58.36,82.83,62.73,61,14,6.24,RU,1590244033
436,nouadhibou,20.93,-17.03,69.8,77,40,24.16,MR,1590244197
437,collie,-33.37,116.15,62.01,34,54,6.8,AU,1590244197
438,manta,-0.95,-80.73,77.0,78,75,9.17,EC,1590244121
439,sanmenxia,34.77,111.18,72.66,21,77,6.49,CN,1590244197
440,te anau,-45.42,167.72,47.25,88,100,1.39,NZ,1590244197
441,crossville,35.95,-85.03,73.99,77,90,4.7,US,1590244019
442,marsh harbour,26.54,-77.06,77.22,78,99,14.85,BS,1590244197
443,lamu,-2.27,40.9,80.24,79,15,16.96,KE,1590244197
444,victor harbor,-35.57,138.62,55.0,88,95,3.0,AU,1590244198
445,kemi,65.86,24.82,55.4,32,0,9.17,FI,1590244198
446,tabas,33.6,56.92,100.4,9,0,9.17,IR,1590244198
447,hermagor,46.63,13.37,73.4,60,40,6.93,AT,1590244198
448,yichang,30.71,111.28,80.1,60,15,3.4,CN,1590244198
449,longmont,40.17,-105.1,59.0,72,1,3.36,US,1590243962
450,khilok,51.37,110.47,50.29,48,3,4.52,RU,1590244198
451,waipawa,-41.41,175.52,48.99,93,100,6.93,NZ,1590244198
452,la ronge,55.1,-105.28,46.4,81,75,9.17,CA,1590244199
453,san quintin,30.48,-115.95,60.49,75,92,10.42,MX,1590244199
454,korce,40.62,20.78,66.2,45,75,4.7,AL,1590244199
455,tevaitoa,-16.78,-151.5,80.91,75,4,23.51,PF,1590244199
456,caxito,-8.58,13.66,82.4,74,20,12.75,AO,1590244199
457,marienburg,54.04,19.03,55.4,58,20,12.75,PL,1590244199
458,trindade,-16.65,-49.49,78.8,65,40,4.7,BR,1590244199
459,alofi,-19.06,-169.92,75.2,100,2,3.36,NU,1590244199
460,la libertad,-2.23,-80.9,73.4,83,83,5.82,EC,1590244199
461,juneau,58.3,-134.42,52.0,76,90,5.82,US,1590243925
462,russell,32.35,-85.2,73.99,83,1,1.95,US,1590244200
463,manicore,-5.81,-61.3,87.8,70,95,4.7,BR,1590244200
464,phu ly,20.54,105.91,80.02,88,93,3.47,VN,1590244200
465,megion,61.03,76.11,64.4,68,69,6.71,RU,1590244200
466,sibu,2.3,111.82,84.0,94,75,5.82,MY,1590244200
467,vila velha,-20.33,-40.29,84.2,66,20,11.41,BR,1590244200
468,ahipara,-35.17,173.17,57.9,89,100,7.96,NZ,1590244200
469,rorvik,64.86,11.24,48.96,87,100,5.64,NO,1590244200
470,usta muhammad,28.18,68.04,107.62,7,0,7.4,PK,1590244200
471,palatka,29.65,-81.64,82.0,69,1,9.17,US,1590244060
472,zalantun,48.0,122.72,50.86,77,100,1.86,CN,1590244201
473,lima,-12.04,-77.03,64.4,77,90,5.82,PE,1590244114
474,sitka,57.05,-135.33,53.6,58,90,12.75,US,1590244201
475,safaga,26.73,33.94,96.8,19,0,17.22,EG,1590244201
476,gorontalo,0.54,123.06,77.4,89,95,3.13,ID,1590244201
477,gisborne,-38.65,178.0,46.0,84,100,3.0,NZ,1590244193
478,bongouanou,6.65,-4.2,84.54,84,70,1.63,CI,1590244201
479,xai-xai,-25.05,33.64,70.12,69,0,5.57,MZ,1590244201
480,srednekolymsk,67.45,153.68,31.93,90,33,5.75,RU,1590244202
481,eureka,40.8,-124.16,51.01,43,100,3.2,US,1590244109
482,vanavara,60.34,102.28,65.14,42,64,0.89,RU,1590244202
483,xining,36.62,101.77,46.76,79,100,7.78,CN,1590244202
484,brenes,37.55,-5.87,97.0,21,93,5.82,ES,1590244202
485,carlos chagas,-17.7,-40.77,78.85,73,93,3.29,BR,1590244202
486,honningsvag,70.98,25.97,45.14,74,96,24.07,NO,1590244202
487,guozhen,34.37,107.36,74.26,27,100,2.15,CN,1590244202
488,chapleau,47.84,-83.4,71.6,40,5,6.93,CA,1590244203
489,cabatuan,10.88,122.49,80.06,82,100,2.37,PH,1590244203
490,hami,42.8,93.45,75.42,20,0,6.11,CN,1590244203
491,phibun mangsahan,15.24,105.23,78.8,100,20,3.36,TH,1590244203
492,andenes,69.31,16.12,57.2,50,1,16.11,NO,1590244203
493,mogadishu,2.04,45.34,84.2,66,20,18.34,SO,1590244203
494,kamaishi,39.27,141.88,58.87,91,98,7.34,JP,1590244204
495,richards bay,-28.78,32.04,71.82,71,0,3.42,ZA,1590244204
496,mount gambier,-37.83,140.77,48.2,93,40,8.05,AU,1590244186
497,shumikha,55.23,63.3,61.47,90,100,5.61,RU,1590244204
498,umba,66.69,34.34,45.1,66,51,14.61,RU,1590244204
499,yarumal,6.96,-75.42,71.28,62,75,3.33,CO,1590244204
500,deoli,25.75,75.38,98.17,16,0,7.52,IN,1590244204
501,meadow lake,34.8,-106.54,66.99,16,40,6.93,US,1590244204
502,omsukchan,62.53,155.8,26.2,91,45,2.73,RU,1590244205
503,mehamn,71.04,27.85,50.45,52,100,18.39,NO,1590244205
504,bardiyah,31.76,25.09,71.91,54,0,15.32,LY,1590244205
505,melnikovo,56.56,84.08,68.0,69,0,4.54,RU,1590244205
506,lahore,31.55,74.34,100.4,22,40,8.05,PK,1590244122
507,chhachhrauli,30.25,77.37,100.13,10,0,9.01,IN,1590244123
508,waingapu,-9.66,120.26,78.57,86,82,12.88,ID,1590244205
509,yulara,-25.24,130.99,51.8,32,0,9.17,AU,1590244205
510,sol-iletsk,51.16,54.99,79.72,42,36,13.78,RU,1590244205
511,vestmanna,62.16,-7.17,46.4,100,100,6.93,FO,1590244205
512,kastamonu,41.5,33.67,45.99,76,100,9.93,TR,1590244206
513,sarnia,42.98,-82.4,68.0,77,90,5.82,CA,1590244122
514,bindura,-17.3,31.33,71.13,36,0,4.5,ZW,1590244206
515,bushenyi,-0.59,30.21,71.83,70,29,5.61,UG,1590244206
516,tucupita,9.06,-62.05,91.08,46,42,7.02,VE,1590244206
517,bodden town,19.28,-81.25,81.0,94,75,10.29,KY,1590244206
518,kendari,-3.94,122.5,78.4,90,99,1.92,ID,1590244206
519,wajima,37.4,136.9,59.9,85,28,6.67,JP,1590244206
520,yelyzavethradka,48.8,32.4,53.62,69,75,11.23,UA,1590244207
521,tyssedal,60.12,6.56,54.0,65,99,18.01,NO,1590244207
522,sarmanovo,55.26,52.59,64.4,36,95,17.9,RU,1590244207
523,tefe,-3.35,-64.71,82.4,94,75,5.82,BR,1590244207
524,luganville,-15.53,167.17,73.87,77,11,3.22,VU,1590244207
525,ivdel,60.69,60.42,57.83,61,13,6.04,RU,1590244207
526,labuhan,-6.88,112.21,81.32,81,5,6.04,ID,1590244207
527,sydney,-33.87,151.21,57.99,67,90,16.11,AU,1590244195
528,buraydah,26.33,43.98,102.2,12,20,4.7,SA,1590244207
529,sterling,39.01,-77.43,73.99,73,75,8.05,US,1590244208
530,safford,32.83,-109.71,66.2,22,1,6.93,US,1590244208
531,domoni,-12.26,44.53,77.76,79,53,12.93,KM,1590244208
532,marzuq,14.4,46.47,88.2,36,69,13.69,YE,1590244209
533,saint-augustin,51.23,-58.65,45.55,53,100,23.69,CA,1590244209
534,samdrup jongkhar,26.92,91.62,68.22,82,55,4.43,BT,1590244209
535,onda,39.97,-0.25,81.0,49,68,3.0,ES,1590244209
536,qui nhon,13.77,109.23,83.73,81,100,5.7,VN,1590244174
537,kano,12.0,8.52,96.8,41,75,4.7,NG,1590244209
538,prelouc,50.04,15.56,69.01,77,90,1.12,CZ,1590244209
539,amapa,1.0,-52.0,83.08,80,61,3.91,BR,1590244209
540,sedro-woolley,48.5,-122.24,51.01,93,90,4.7,US,1590244209
541,kavaratti,10.57,72.64,84.92,77,84,11.23,IN,1590244210
542,ternate,0.8,127.4,79.74,81,100,6.91,ID,1590244210
543,nelson bay,-32.72,152.15,55.99,87,90,19.46,AU,1590244210
544,cacimba de dentro,-6.64,-35.79,78.96,83,31,10.22,BR,1590244210
545,bandundu,-3.32,17.37,87.33,58,44,5.95,CD,1590244210
546,boa vista,2.82,-60.67,84.2,66,75,13.87,BR,1590244063
547,belaya gora,68.53,146.42,37.15,73,91,6.4,RU,1590244210
548,zorya,45.99,29.7,60.17,46,71,9.26,UA,1590244210
549,dalbandin,28.89,64.41,92.71,10,2,10.96,PK,1590244211
550,broken hill,-31.95,141.43,50.0,93,40,9.17,AU,1590244211
551,catalina,32.51,-110.92,75.0,20,0,1.01,US,1590244211
552,skjervoy,70.03,20.97,43.66,90,86,15.55,NO,1590244211
553,tilichiki,60.47,166.1,27.95,95,0,6.78,RU,1590244211
554,aktau,43.65,51.2,64.4,88,75,20.13,KZ,1590244211
555,pangnirtung,66.15,-65.71,28.4,86,90,18.34,CA,1590244211
